Taxa	GO	Description	cooccurrence_Non-HIV	cooccurrence_Pre-HIV	cor_Non-HIV	cor_Pre-HIV	diff_cor	p	sign	Ontology	Definition
s__Blautia_faecis	GO:0016783	sulfurtransferase activity	151	82	-0.003	0.375	0.378	0.00435525687878147	Pre-HIV+	MF	Catalysis of the transfer of sulfur atoms from one compound (donor) to another (acceptor).
s__Oscillibacter_sp._MCC667	GO:0046873	metal ion transmembrane transporter activity	150	81	-0.303	-0.612	0.309	0.00435590503246042	Pre-HIV-	MF	Enables the transfer of metal ions from one side of a membrane to the other.
s__Simiaoa_sunii	GO:0009247	glycolipid biosynthetic process	148	81	-0.045	0.341	0.386	0.00436050280219469	Pre-HIV+	BP	The chemical reactions and pathways resulting in the formation of glycolipid, a class of 1,2-di-O-acylglycerols joined at oxygen 3 by a glycosidic linkage to a carbohydrate part (usually a mono-, di- or tri-saccharide).
s__Prevotella_stercorea	GO:0005737	cytoplasm	133	73	-0.201	-0.555	0.355	0.00436512570197967	Pre-HIV-	CC	All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures.
s__Vescimonas_fastidiosa	GO:0009063	cellular amino acid catabolic process	146	82	-0.029	0.355	0.383	0.00436544713893161	Pre-HIV+	BP	The chemical reactions and pathways resulting in the breakdown of amino acids, organic acids containing one or more amino substituents.
s__Phocaeicola_vulgatus	GO:0019808	polyamine binding	150	82	-0.025	-0.399	0.374	0.00437170723893265	Pre-HIV-	MF	Interacting selectively and non-covalently with polyamines, organic compounds containing two or more amino groups.
s__Bacteroides_xylanisolvens	GO:0009263	deoxyribonucleotide biosynthetic process	146	75	-0.04	0.356	0.396	0.00437594918641926	Pre-HIV+	BP	The chemical reactions and pathways resulting in the formation of a deoxyribonucleotide, a compound consisting of deoxyribonucleoside (a base linked to a deoxyribose sugar) esterified with a phosphate group at either the 3' or 5'-hydroxyl group of the sugar.
s__Blautia_obeum	GO:0042132	fructose 1,6-bisphosphate 1-phosphatase activity	151	82	0.521	0.178	0.342	0.00437671149149099	Non-HIV+	MF	Catalysis of the reaction: D-fructose 1,6-bisphosphate + H2O = D-fructose 6-phosphate + phosphate.
s__Phocea_massiliensis	GO:0018339	peptidyl-L-beta-methylthioaspartic acid biosynthetic process from peptidyl-aspartic acid	149	82	0.134	0.488	0.354	0.00437719360214817	Pre-HIV+	BP	The modification of peptidyl-aspartic acid to form peptidyl-L-beta-methylthioaspartic acid, typical of bacterial ribosomal protein S12.
s__Blautia_ammoniilytica	GO:0003755	peptidyl-prolyl cis-trans isomerase activity	150	82	-0.082	-0.446	0.364	0.00437917905658725	Pre-HIV-	MF	Catalysis of the reaction: peptidyl-proline (omega=180) = peptidyl-proline (omega=0).
s__Dorea_sp._AF36_15AT	GO:0006812	cation transport	150	80	0.141	0.495	0.354	0.0043933557390512	Pre-HIV+	BP	The directed movement of cations, atoms or small molecules with a net positive charge, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore.
s__Bacteroides_xylanisolvens	GO:0016874	ligase activity	146	75	-0.239	-0.575	0.336	0.00439796559022554	Pre-HIV-	MF	Catalysis of the joining of two substances, or two groups within a single molecule, with the concomitant hydrolysis of the diphosphate bond in ATP or a similar triphosphate.
s__Ruminococcus_bromii	GO:0009254	peptidoglycan turnover	150	82	0.356	-0.025	0.381	0.00439991073763824	Non-HIV+	BP	The continual breakdown and regeneration of peptidoglycan required to maintain the cell wall.
s__Dorea_sp._AM58_8	GO:0004644	phosphoribosylglycinamide formyltransferase activity	151	82	0.103	0.462	0.359	0.00440109971245928	Pre-HIV+	MF	Catalysis of the reaction: 10-formyltetrahydrofolate + N1-(5-phospho-D-ribosyl)glycinamide = tetrahydrofolate + N2-formyl-N1-(5-phospho-D-ribosyl)glycinamide.
s__Mediterraneibacter_butyricigenes	GO:0007062	sister chromatid cohesion	151	81	-0.051	0.334	0.385	0.00440269139022309	Pre-HIV+	BP	The cell cycle process in which the sister chromatids of a replicated chromosome become tethered to each other.
s__Catenibacterium_mitsuokai	GO:0004555	alpha,alpha-trehalase activity	139	79	0.419	0.039	0.38	0.0044071934755836	Non-HIV+	MF	Catalysis of the reaction: alpha,alpha-trehalose + H2O = 2 D-glucose.
s__Holdemanella_biformis	GO:0009082	branched-chain amino acid biosynthetic process	150	80	-0.348	0.038	0.385	0.00440795729192356	Non-HIV-	BP	The chemical reactions and pathways resulting in the formation of amino acids containing a branched carbon skeleton, comprising isoleucine, leucine and valine.
s__Blautia_obeum	GO:0006189	'de novo' IMP biosynthetic process	151	82	0.082	0.445	0.363	0.00440982687316116	Pre-HIV+	BP	The chemical reactions and pathways resulting in the formation of IMP, inosine monophosphate, by the stepwise assembly of a purine ring on ribose 5-phosphate.
s__Oscillibacter_sp._MSJ_31	GO:0097367	carbohydrate derivative binding	149	81	-0.156	-0.505	0.349	0.00441813960319171	Pre-HIV-	MF	Interacting selectively and non-covalently with a carbohydrate derivative.
s__Intestinimonas_sp._MSJ_38	GO:0006465	signal peptide processing	149	82	0.026	0.4	0.374	0.00442373233228244	Pre-HIV+	BP	The proteolytic removal of a signal peptide from a protein during or after transport to a specific location in the cell.
s__Dorea_sp._AM10_31	GO:0006270	DNA replication initiation	141	81	-0.05	0.339	0.389	0.00442403705785077	Pre-HIV+	BP	The process in which DNA-dependent DNA replication is started; this begins with the ATP dependent loading of an initiator complex onto the DNA, this is followed by DNA melting and helicase activity. In bacteria, the gene products that enable the helicase activity are loaded after the initial melting and in archaea and eukaryotes, the gene products that enable the helicase activity are inactive when they are loaded and subsequently activate.
s__Vescimonas_fastidiosa	GO:0016491	oxidoreductase activity	146	82	-0.269	-0.588	0.319	0.00443167171415637	Pre-HIV-	MF	Catalysis of an oxidation-reduction (redox) reaction, a reversible chemical reaction in which the oxidation state of an atom or atoms within a molecule is altered. One substrate acts as a hydrogen or electron donor and becomes oxidized, while the other acts as hydrogen or electron acceptor and becomes reduced.
s__Oscillibacter_sp._ER4	GO:0019867	outer membrane	147	82	0.282	0.597	0.315	0.00443223605412979	Pre-HIV+	CC	The external membrane of Gram-negative bacteria or certain organelles such as mitochondria and chloroplasts; freely permeable to most ions and metabolites.
s__Prevotella_stercorea	GO:0004521	endoribonuclease activity	133	73	-0.206	-0.559	0.353	0.00444118257443793	Pre-HIV-	MF	Catalysis of the hydrolysis of ester linkages within ribonucleic acid by creating internal breaks.
s__Blautia_faecis	GO:0004557	alpha-galactosidase activity	151	82	0.389	0.014	0.375	0.0044421608089551	Non-HIV+	MF	Catalysis of the hydrolysis of terminal, non-reducing alpha-D-galactose residues in alpha-D-galactosides, including galactose oligosaccharides, galactomannans and galactohydrolase.
s__Cyclospora_cayetanensis	GO:0015940	pantothenate biosynthetic process	151	82	0.007	0.383	0.376	0.00444491063102648	Pre-HIV+	BP	The chemical reactions and pathways resulting in the formation of pantothenate, the anion of pantothenic acid. It is a B complex vitamin that is a constituent of coenzyme A and is distributed ubiquitously in foods.
s__Blautia_faecis	GO:0051259	protein complex oligomerization	151	82	-0.001	-0.378	0.377	0.00444969752083879	Pre-HIV-	BP	The process of creating protein oligomers, compounds composed of a small number, usually between three and ten, of component monomers; protein oligomers may be composed of different or identical monomers. Oligomers may be formed by the polymerization of a number of monomers or the depolymerization of a large protein polymer.
s__Blautia_luti	GO:0004357	glutamate-cysteine ligase activity	151	82	-0.084	0.302	0.386	0.00445976931455427	Pre-HIV+	MF	Catalysis of the reaction: L-cysteine + L-glutamate + ATP = L-gamma-glutamyl-L-cysteine + ADP + 2 H(+) + phosphate.
s__Collinsella_aerofaciens	GO:0043546	molybdopterin cofactor binding	151	82	0.265	0.584	0.318	0.00447601126218666	Pre-HIV+	MF	Interacting selectively and non-covalently with the molybdopterin cofactor (Moco), essential for the catalytic activity of some enzymes, e.g. sulfite oxidase, xanthine dehydrogenase, and aldehyde oxidase. The cofactor consists of a mononuclear molybdenum (Mo-molybdopterin) or tungsten ion (W-molybdopterin) coordinated by one or two molybdopterin ligands.
s__Blautia_sp._MCC270	GO:0035429	gluconate transmembrane transport	145	82	0.119	0.477	0.357	0.00447806570900111	Pre-HIV+	BP	The process in which gluconate is transported across a membrane. Gluconate is the aldonic acid derived from glucose.
s__Blautia_sp._MCC270	GO:0015128	gluconate transmembrane transporter activity	145	82	0.119	0.477	0.357	0.0044780657090091	Pre-HIV+	MF	Enables the transfer of gluconate from one side of a membrane to the other. Gluconate is the aldonic acid derived from glucose.
s__Suilimivivens_aceti	GO:0004329	formate-tetrahydrofolate ligase activity	150	82	0.078	-0.308	0.386	0.00447875270243658	Pre-HIV-	MF	Catalysis of the reaction: ATP + formate + tetrahydrofolate = ADP + phosphate + 10-formyltetrahydrofolate.
s__Prevotella_sp._Marseille_P4119	GO:0004619	phosphoglycerate mutase activity	114	65	0.065	-0.367	0.433	0.0044804248089152	Pre-HIV-	MF	Catalysis of the reaction: 2-phospho-D-glycerate = 3-phospho-D-glycerate.
s__Mediterraneibacter_butyricigenes	GO:0008750	NAD(P)+ transhydrogenase (AB-specific) activity	106	51	0.173	-0.311	0.484	0.00448068028496684	Pre-HIV-	MF	Catalysis of the reaction: NADPH + H+ + NAD+ = NADP+ + NADH + H+. The reaction is A-specific (i.e. the pro-R hydrogen is transferred from the 4-position of reduced nicotinamide cofactor) with respect to NAD+ and B-specific (i.e. the pro-S hydrogen is transferred) with respect to NADP+.
s__Schaalia_odontolytica	GO:0019464	glycine decarboxylation via glycine cleavage system	139	77	-0.074	0.324	0.398	0.00448155622656943	Pre-HIV+	BP	The chemical reactions and pathways resulting in the breakdown of glycine by oxidative cleavage to carbon dioxide, ammonia, and a methylene group, mediated by enzymes of the glycine cleavage complex.
s__Schaalia_odontolytica	GO:0005960	glycine cleavage complex	139	77	-0.074	0.324	0.398	0.00448155622657653	Pre-HIV+	CC	A protein complex that catalyzes the reversible oxidation of glycine. In E. coli, it has four components: dihydrolipoamide dehydrogenase, glycine dehydrogenase (decarboxylating), lipoyl-GcvH-protein and aminomethyltransferase, also known as L, P, H, and T.
s__Ruminococcus_champanellensis	GO:0071704	organic substance metabolic process	144	80	0.059	0.431	0.373	0.00448602616358595	Pre-HIV+	BP	The chemical reactions and pathways involving an organic substance, any molecular entity containing carbon.
s__Dysosmobacter_sp._BX15	GO:0044038	cell wall macromolecule biosynthetic process	148	81	0.042	-0.343	0.385	0.00448996644580757	Pre-HIV-	BP	The chemical reactions and pathways resulting in the formation of a macromolecule destined to form part of a cell wall.
s__Blautia_obeum	GO:0015144	carbohydrate transmembrane transporter activity	149	79	-0.091	-0.456	0.366	0.00449309155596622	Pre-HIV-	MF	Enables the transfer of carbohydrate from one side of a membrane to the other.
s__Blautia_ammoniilytica	GO:0009234	menaquinone biosynthetic process	150	82	-0.042	-0.412	0.37	0.00449358691423396	Pre-HIV-	BP	The chemical reactions and pathways resulting in the formation of any of the menaquinones. Structurally, menaquinones consist of a methylated naphthoquinone ring structure and side chains composed of a variable number of unsaturated isoprenoid residues. Menaquinones that have vitamin K activity and are known as vitamin K2.
s__Dysosmobacter_sp._BX15	GO:0016755	transferase activity, transferring amino-acyl groups	148	81	0.042	-0.343	0.384	0.00449752630429945	Pre-HIV-	MF	Catalysis of the transfer of an amino-acyl group from one compound (donor) to another (acceptor).
s__Phascolarctobacterium_succinatutens	GO:0006631	fatty acid metabolic process	122	69	0.056	-0.363	0.419	0.00450039812749226	Pre-HIV-	BP	The chemical reactions and pathways involving fatty acids, aliphatic monocarboxylic acids liberated from naturally occurring fats and oils by hydrolysis.
s__Holdemanella_biformis	GO:0008976	polyphosphate kinase activity	150	80	0.025	0.401	0.376	0.0045005741346611	Pre-HIV+	MF	Catalysis of the reaction: ATP + phosphate(n) = ADP + phosphate(n+1).
s__Blautia_obeum	GO:0006233	dTDP biosynthetic process	151	82	-0.061	0.323	0.384	0.00450821440900695	Pre-HIV+	BP	The chemical reactions and pathways resulting in the formation of dTDP, deoxyribosylthymine diphosphate (2'-deoxyribosylthymine5'-diphosphate).
s__Blautia_obeum	GO:0004798	thymidylate kinase activity	151	82	-0.061	0.323	0.384	0.00450821440901183	Pre-HIV+	MF	Catalysis of the reaction: ATP + thymidine 5'-phosphate = ADP + thymidine 5'-diphosphate.
s__Catenibacterium_mitsuokai	GO:0031179	peptide modification	139	79	-0.314	0.081	0.395	0.00451835445153281	Non-HIV-	BP	The covalent alteration of one or more amino acid residues within a peptide, resulting in a change in the properties of that peptide.
s__Oribacterium_sp._oral_taxon_102	GO:0006465	signal peptide processing	145	80	-0.025	0.36	0.385	0.00451924307280338	Pre-HIV+	BP	The proteolytic removal of a signal peptide from a protein during or after transport to a specific location in the cell.
s__Bacteroides_xylanisolvens	GO:0038023	signaling receptor activity	118	54	-0.086	0.372	0.459	0.00451979014822923	Pre-HIV+	MF	Receiving a signal and transmitting it in the cell to initiate a change in cell activity. A signal is a physical entity or change in state that is used to transfer information in order to trigger a response.
s__Eggerthella_lenta	GO:0015846	polyamine transport	151	82	0.311	-0.073	0.385	0.00451997618490996	Non-HIV+	BP	The directed movement of polyamines, organic compounds containing two or more amino groups, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore.
s__Gallintestinimicrobium_propionicum	GO:0006914	autophagy	150	82	0.35	-0.031	0.381	0.00452155915313246	Non-HIV+	BP	The cellular catabolic process in which cells digest parts of their own cytoplasm; allows for both recycling of macromolecular constituents under conditions of cellular stress and remodeling the intracellular structure for cell differentiation.
s__Bacteroides_xylanisolvens	GO:0140673	none	146	75	0.219	0.56	0.341	0.00452398766054873	Pre-HIV+	none	none
s__Dorea_sp._AM58_8	GO:0004721	phosphoprotein phosphatase activity	151	82	0.051	-0.331	0.382	0.00453111933092831	Pre-HIV-	MF	Catalysis of the reaction: a phosphoprotein + H2O = a protein + phosphate. Together with protein kinases, these enzymes control the state of phosphorylation of cell proteins and thereby provide an important mechanism for regulating cellular activity.
s__Blautia_faecis	GO:0033739	preQ1 synthase activity	151	82	-0.051	-0.419	0.368	0.00453154228160879	Pre-HIV-	MF	Catalysis of the reaction: 7-aminomethyl-7-deazaguanine + 2 NADP(+) = 7-cyano-7-deazaguanine + 3 H(+) + 2 NADPH.
s__Eggerthella_lenta	GO:0004614	phosphoglucomutase activity	119	69	-0.079	0.344	0.423	0.00453169377064389	Pre-HIV+	MF	Catalysis of the reaction: alpha-D-glucose 1-phosphate = alpha-D-glucose 6-phosphate.
s__Bacteroides_stercoris	GO:0045239	tricarboxylic acid cycle enzyme complex	147	73	0.075	-0.326	0.401	0.0045358574189609	Pre-HIV-	CC	Any of the heteromeric enzymes that act in the TCA cycle.
s__Anaerotardibacter_sp._CLA_AA_M13	GO:0016920	pyroglutamyl-peptidase activity	140	80	-0.059	0.332	0.391	0.00453672797214089	Pre-HIV+	MF	Catalysis of the release of the N-terminal pyroglutamyl group from a peptide or protein.
s__Senegalimassilia_faecalis	GO:0008237	metallopeptidase activity	139	81	0.085	-0.308	0.393	0.00454600009189332	Pre-HIV-	MF	Catalysis of the hydrolysis of peptide bonds by a mechanism in which water acts as a nucleophile, one or two metal ions hold the water molecule in place, and charged amino acid side chains are ligands for the metal ions.
s__Prevotella_hominis	GO:0009226	nucleotide-sugar biosynthetic process	114	69	0.154	0.534	0.38	0.00455054687664314	Pre-HIV+	BP	The chemical reactions and pathways resulting in the formation of nucleotide-sugars, any nucleotide-carbohydrate in which the distal phosphoric residue of a nucleoside 5'-diphosphate is in glycosidic linkage with a monosaccharide or monosaccharide derivative.
