Taxa	GO	Description	cooccurrence_Non-HIV	cooccurrence_Pre-HIV	cor_Non-HIV	cor_Pre-HIV	diff_cor	p	sign	Ontology	Definition
s__Streptococcus_sp._343_SSPC	GO:0006546	glycine catabolic process	133	69	0.079	0.461	0.382	0.00546877426336656	Pre-HIV+	BP	The chemical reactions and pathways resulting in the breakdown of glycine, aminoethanoic acid.
s__Streptococcus_vestibularis	GO:0004852	uroporphyrinogen-III synthase activity	142	77	-0.398	-0.022	0.376	0.00555298982649211	Non-HIV-	MF	Catalysis of the reaction: hydroxymethylbilane = H(2)O + uroporphyrinogen III.
s__Veillonella_dispar	GO:0042910	xenobiotic transmembrane transporter activity	143	77	-0.04	0.344	0.384	0.00557154153874562	Pre-HIV+	MF	Enables the directed movement of a xenobiotic, a compound foreign to living organisms, from one side of a membrane to the other.
s__Prevotella_sp._oral_taxon_306	GO:0030955	potassium ion binding	103	65	0.106	-0.329	0.435	0.00557734875593408	Pre-HIV-	MF	Interacting selectively and non-covalently with potassium (K+) ions.
s__Veillonella_sp._CLA_AA_H247	GO:0015095	magnesium ion transmembrane transporter activity	134	72	-0.156	-0.515	0.359	0.00560472851032912	Pre-HIV-	MF	Enables the transfer of magnesium (Mg) ions from one side of a membrane to the other.
s__Veillonella_sp._oral_taxon_158	GO:0006139	nucleobase-containing compound metabolic process	141	76	-0.353	0.032	0.385	0.00561390900926328	Non-HIV-	BP	Any cellular metabolic process involving nucleobases, nucleosides, nucleotides and nucleic acids.
s__Veillonella_rogosae	GO:0008270	zinc ion binding	139	78	-0.307	0.081	0.388	0.00563586108298986	Non-HIV-	MF	Interacting selectively and non-covalently with zinc (Zn) ions.
s__Veillonella_sp._CLA_AA_H247	GO:0004067	asparaginase activity	133	73	0.018	0.404	0.386	0.00564460679504775	Pre-HIV+	MF	Catalysis of the reaction: L-asparagine + H2O = L-aspartate + NH3.
s__Alloprevotella_tannerae	GO:0006637	acyl-CoA metabolic process	114	63	-0.301	0.132	0.433	0.00564603318790469	Non-HIV-	BP	The chemical reactions and pathways involving acyl-CoA, any derivative of coenzyme A in which the sulfhydryl group is in thiolester linkage with an acyl group.
s__Porphyromonas_somerae	GO:0051119	sugar transmembrane transporter activity	78	42	-0.326	0.205	0.531	0.00567614495556401	Non-HIV-	MF	Enables the transfer of a sugar from one side of a membrane to the other. A sugar is any member of a class of sweet, water-soluble, crystallizable carbohydrates, which are the monosaccharides and smaller oligosaccharides.
s__Candidatus_Nanosynbacter_sp._TM7_075	GO:0008310	single-stranded DNA 3'-5' exodeoxyribonuclease activity	90	42	-0.181	0.336	0.517	0.00572676772409575	Pre-HIV+	MF	Catalysis of the sequential cleavage of mononucleotides from a free 3' terminus of a single-stranded DNA molecule.
s__Streptococcus_sp._HMSC074B11	GO:0006564	L-serine biosynthetic process	142	77	0.067	-0.318	0.386	0.00575711828361292	Pre-HIV-	BP	The chemical reactions and pathways resulting in the formation of L-serine, the L-enantiomer of serine, i.e. (2S)-2-amino-3-hydroxypropanoic acid.
s__Haemophilus_parainfluenzae	GO:0015986	ATP synthesis coupled proton transport	143	77	-0.396	-0.022	0.374	0.00576662917461923	Non-HIV-	BP	The transport of protons across a membrane to generate an electrochemical gradient (proton-motive force) that powers ATP synthesis.
s__Haemophilus_parainfluenzae	GO:0004641	phosphoribosylformylglycinamidine cyclo-ligase activity	143	77	-0.329	0.055	0.384	0.00578915354355858	Non-HIV-	MF	Catalysis of the reaction: 2-(formamido)-N(1)-(5-phospho-D-ribosyl)acetamidine + ATP = 5-amino-1-(5-phospho-D-ribosyl)imidazole + ADP + 2 H(+) + phosphate.
s__Prevotella_intermedia	GO:0006824	cobalt ion transport	129	72	-0.08	0.322	0.401	0.00579013446148724	Pre-HIV+	BP	The directed movement of cobalt (Co) ions into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore.
s__Veillonella_dispar	GO:0008998	ribonucleoside-triphosphate reductase activity	143	77	0.027	0.4	0.373	0.00579280111845337	Pre-HIV+	MF	Catalysis of the reaction: 2'-deoxyribonucleoside triphosphate + thioredoxin disulfide + H2O = ribonucleoside triphosphate + thioredoxin.
s__Streptococcus_sp._HSISS2	GO:0004564	beta-fructofuranosidase activity	128	70	0.373	-0.026	0.399	0.00582432014317447	Non-HIV+	MF	Catalysis of the reaction: a fructofuranosylated fructofuranosyl acceptor + H2O = a non fructofuranosylated fructofuranosyl acceptor + a beta-D-fructofuranoside.
s__Streptococcus_anginosus	GO:0015796	galactitol transport	142	77	0.377	0	0.377	0.00582501770950494	Non-HIV+	BP	The directed movement of galactitol into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Galactitol is the hexitol derived by the reduction of the aldehyde group of either D- or L-galactose.
s__Streptococcus_anginosus	GO:0015577	galactitol transmembrane transporter activity	142	77	0.377	0	0.377	0.00582501770950561	Non-HIV+	MF	Enables the transfer of a galactitol from one side of a membrane to the other. Galactitol is the hexitol derived by the reduction of the aldehyde group of either D- or L-galactose.
s__Streptococcus_oralis	GO:0051087	chaperone binding	145	78	0.439	0.078	0.362	0.00583255328892007	Non-HIV+	MF	Interacting selectively and non-covalently with a chaperone protein, a class of proteins that bind to nascent or unfolded polypeptides and ensure correct folding or transport.
s__Veillonella_sp._oral_taxon_158	GO:0016811	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides	141	76	-0.308	0.081	0.388	0.00584090188879194	Non-HIV-	MF	Catalysis of the hydrolysis of any non-peptide carbon-nitrogen bond in a linear amide.
s__Candidatus_Nanosynbacter_sp._TM7_075	GO:0019674	NAD metabolic process	96	50	0.301	-0.181	0.482	0.00584176373083589	Non-HIV+	BP	The chemical reactions and pathways involving nicotinamide adenine dinucleotide (NAD), a coenzyme present in most living cells and derived from the B vitamin nicotinic acid.
s__Streptococcus_vestibularis	GO:0016651	oxidoreductase activity, acting on NAD(P)H	139	78	-0.418	-0.049	0.369	0.00586634834058541	Non-HIV-	MF	Catalysis of an oxidation-reduction (redox) reaction in which NADH or NADPH acts as a hydrogen or electron donor and reduces a hydrogen or electron acceptor.
s__Actinomyces_graevenitzii	GO:0008233	peptidase activity	137	71	-0.088	0.311	0.399	0.0058813403368454	Pre-HIV+	MF	Catalysis of the hydrolysis of a peptide bond. A peptide bond is a covalent bond formed when the carbon atom from the carboxyl group of one amino acid shares electrons with the nitrogen atom from the amino group of a second amino acid.
s__Aggregatibacter_segnis	GO:0008138	protein tyrosine/serine/threonine phosphatase activity	102	49	0.002	0.457	0.455	0.00589015054289632	Pre-HIV+	MF	Catalysis of the reactions: protein serine + H2O = protein serine + phosphate; protein threonine phosphate + H2O = protein threonine + phosphate; and protein tyrosine phosphate + H2O = protein tyrosine + phosphate.
s__Neisseria_mucosa	GO:0008173	RNA methyltransferase activity	137	73	-0.458	-0.088	0.37	0.00589290896754502	Non-HIV-	MF	Catalysis of the transfer of a methyl group from a donor to a nucleoside residue in an RNA molecule.
s__Streptococcus_vestibularis	GO:0030643	cellular phosphate ion homeostasis	143	78	0.443	0.082	0.361	0.00590036957461759	Non-HIV+	BP	Any process involved in the maintenance of an internal steady state of phosphate ions at the level of a cell.
s__Streptococcus_vestibularis	GO:0045936	negative regulation of phosphate metabolic process	143	78	0.443	0.082	0.361	0.00590036957462137	Non-HIV+	BP	Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving phosphates.
s__Streptococcus_sp._HMSC034E03	GO:0004852	uroporphyrinogen-III synthase activity	142	76	-0.323	0.063	0.386	0.00590453841318705	Non-HIV-	MF	Catalysis of the reaction: hydroxymethylbilane = H(2)O + uroporphyrinogen III.
s__Veillonella_nakazawae	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity	138	75	-0.026	0.359	0.385	0.00593575770672139	Pre-HIV+	MF	Catalysis of the PEP-dependent, phosphoryl transfer-driven transport of substances across a membrane. The transport happens by catalysis of the reaction: protein N-phosphohistidine + sugar(out) = protein histidine + sugar phosphate(in). This differs from primary and secondary active transport in that the solute is modified during transport.
s__Actinomyces_sp._oral_taxon_172	GO:0006576	cellular biogenic amine metabolic process	108	58	0.301	-0.146	0.447	0.00594218724785311	Non-HIV+	BP	The chemical reactions and pathways occurring at the level of individual cells involving any of a group of naturally occurring, biologically active amines, such as norepinephrine, histamine, and serotonin, many of which act as neurotransmitters.
s__Haemophilus_haemolyticus	GO:0006221	pyrimidine nucleotide biosynthetic process	137	77	-0.387	-0.01	0.377	0.00596248364372731	Non-HIV-	BP	The chemical reactions and pathways resulting in the formation of a pyrimidine nucleotide, a compound consisting of nucleoside (a pyrimidine base linked to a deoxyribose or ribose sugar) esterified with a phosphate group at either the 3' or 5'-hydroxyl group of the sugar.
s__Streptococcus_anginosus	GO:0016830	carbon-carbon lyase activity	112	57	-0.128	0.318	0.445	0.00596627154356821	Pre-HIV+	MF	Catalysis of the cleavage of C-C bonds by other means than by hydrolysis or oxidation, or conversely adding a group to a double bond.
s__Fusobacterium_periodonticum	GO:0008851	ethanolamine ammonia-lyase activity	89	43	0.137	-0.37	0.507	0.00598102813318246	Pre-HIV-	MF	Catalysis of the reaction: ethanolamine = acetaldehyde + NH3.
s__Neisseria_mucosa	GO:0009360	DNA polymerase III complex	137	73	-0.414	-0.036	0.379	0.0059835268638031	Non-HIV-	CC	The DNA polymerase III holoenzyme is a complex that contains 10 different types of subunits. These subunits are organized into 3 functionally essential sub-assemblies: the pol III core, the beta sliding clamp processivity factor and the clamp-loading complex. The pol III core carries out the polymerase and the 3'-5' exonuclease proofreading activities. The polymerase is tethered to the template via the sliding clamp processivity factor. The clamp-loading complex assembles the beta processivity factor onto the primer template and plays a central role in the organization and communication at the replication fork.
s__Haemophilus_parainfluenzae	GO:0004516	nicotinate phosphoribosyltransferase activity	143	77	-0.477	-0.124	0.353	0.00600645287304635	Non-HIV-	MF	Catalysis of the reaction: diphosphate + nicotinate D-ribonucleotide = 5-phospho-alpha-D-ribose 1-diphosphate + H(+) + nicotinate.
s__Actinomyces_sp._S6_Spd3	GO:0009002	serine-type D-Ala-D-Ala carboxypeptidase activity	97	61	-0.039	0.396	0.436	0.00603044538940134	Pre-HIV+	MF	Catalysis of the reaction: (Ac)2-L-Lys-D-alanyl-D-alanine + H2O = (Ac)2-L-Lys-D-alanine + D-alanine.
s__Lancefieldella_parvula	GO:0001000	bacterial-type RNA polymerase core enzyme binding	103	59	0.35	-0.093	0.443	0.00604707685710082	Non-HIV+	MF	Interacting selectively and non-covalently with the bacterial-type RNA polymerase core enzyme, typically consisting of two alpha, one beta, one beta prime, and one omega subunit.
s__Haemophilus_parainfluenzae	GO:0036211	protein modification process	143	77	-0.303	0.081	0.384	0.00605979496544196	Non-HIV-	BP	The covalent alteration of one or more amino acids occurring in proteins, peptides and nascent polypeptides (co-translational, post-translational modifications). Includes the modification of charged tRNAs that are destined to occur in a protein (pre-translation modification).
s__Veillonella_rogosae	GO:0016811	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides	139	78	-0.302	0.083	0.385	0.00608182542424984	Non-HIV-	MF	Catalysis of the hydrolysis of any non-peptide carbon-nitrogen bond in a linear amide.
s__Haemophilus_parainfluenzae	GO:0004177	aminopeptidase activity	143	77	-0.505	-0.16	0.345	0.00610690497823629	Non-HIV-	MF	Catalysis of the hydrolysis of N-terminal amino acid residues from in a polypeptide chain.
s__Haemophilus_parainfluenzae	GO:0008312	7S RNA binding	143	77	-0.352	0.027	0.378	0.00612435756146379	Non-HIV-	MF	Interacting selectively and non-covalently with 7S RNA, the RNA component of the signal recognition particle (SRP).
s__Streptococcus_vestibularis	GO:0051775	response to redox state	142	77	0.408	0.039	0.369	0.00613189593159835	Non-HIV+	BP	Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating redox state. Redox state refers to the balance of oxidized versus reduced forms of electron donors and acceptors in an organelle, cell or organ; plastoquinone, glutathione (GSH/GSSG), and nicotinamide nucleotides (NAD+/NADH and NADP+/NADPH) are among the most important.
s__Veillonella_sp._CLA_AA_H247	GO:0016628	oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor	128	63	0.016	-0.392	0.408	0.00615452867467914	Pre-HIV-	MF	Catalysis of an oxidation-reduction (redox) reaction in which a CH-CH group acts as a hydrogen or electron donor and reduces NAD or NADP.
s__Streptococcus_sp._1001283B150225_161107_H12	GO:0045312	nor-spermidine biosynthetic process	123	64	-0.013	0.395	0.408	0.00618784127516436	Pre-HIV+	BP	The chemical reactions and pathways resulting in the formation of nor-spermidine, a compound related to spermidine, N-(3-aminopropyl)-1,4-diaminobutane.
s__Haemophilus_parainfluenzae	GO:0004222	metalloendopeptidase activity	143	77	-0.487	-0.139	0.349	0.00622870715605539	Non-HIV-	MF	Catalysis of the hydrolysis of internal, alpha-peptide bonds in a polypeptide chain by a mechanism in which water acts as a nucleophile, one or two metal ions hold the water molecule in place, and charged amino acid side chains are ligands for the metal ions.
s__Veillonella_nakazawae	GO:0005507	copper ion binding	135	75	-0.009	-0.388	0.379	0.00626651184995364	Pre-HIV-	MF	Interacting selectively and non-covalently with copper (Cu) ions.
s__Haemophilus_parainfluenzae	GO:0008252	nucleotidase activity	137	73	0.352	-0.035	0.387	0.00626810891264729	Non-HIV+	MF	Catalysis of the reaction: a nucleotide + H2O = a nucleoside + phosphate.
s__Streptococcus_sp._A12	GO:0015976	carbon utilization	131	71	-0.009	-0.396	0.387	0.00629558246975193	Pre-HIV-	BP	A series of processes that forms an integrated mechanism by which a cell or an organism detects the depletion of primary carbon sources and then activates genes to scavenge the last traces of the primary carbon source and to transport and metabolize alternative carbon sources such as carbon dioxide or carbonic acid. The utilization process begins when the cell or organism detects carbon levels, includes the activation of genes whose products detect, transport or metabolize carbon-containing substances, and ends when carbon is incorporated into the cell or organism's metabolism.
s__Veillonella_sp._CLA_AA_H247	GO:0008320	protein transmembrane transporter activity	134	73	-0.017	-0.398	0.381	0.00630682956663753	Pre-HIV-	MF	Enables the transfer of a protein from one side of a membrane to the other.
s__Neisseria_mucosa	GO:0016052	carbohydrate catabolic process	127	69	-0.309	0.096	0.405	0.00631151276086661	Non-HIV-	BP	The chemical reactions and pathways resulting in the breakdown of carbohydrates, any of a group of organic compounds based of the general formula Cx(H2O)y.
s__Streptococcus_vestibularis	GO:0016740	transferase activity	143	78	-0.303	0.078	0.381	0.00631153590104305	Non-HIV-	MF	Catalysis of the transfer of a group, e.g. a methyl group, glycosyl group, acyl group, phosphorus-containing, or other groups, from one compound (generally regarded as the donor) to another compound (generally regarded as the acceptor). Transferase is the systematic name for any enzyme of EC class 2.
